service_id,customer_id,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
5674,5915-DGNVC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes
5675,6260-XLACS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5676,3566-CAAYU,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes
5677,4983-CCWMC,Yes,No,Fiber optic,No,No,No,No,No,No
5678,9103-CXVOK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5679,2896-TBNBE,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
5680,4797-AXPXK,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5681,5229-PRWKT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5682,6982-UQZLY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5683,2522-WLNSF,Yes,No,DSL,No,No,Yes,Yes,Yes,No
5684,3841-CONLJ,No,No phone service,DSL,No,No,No,No,No,Yes
5685,5057-LCOUI,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5686,0193-ESZXP,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5687,4475-NVTLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5688,4369-HTUIF,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
5689,9386-LDCZR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No
5690,9585-KKMFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5691,5399-ZIMKF,Yes,No,Fiber optic,No,Yes,No,No,No,No
5692,0336-KXKFK,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
5693,5619-XZZKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5694,3948-FVVRP,Yes,No,DSL,No,Yes,No,Yes,No,No
5695,5327-XOKKY,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes
5696,0983-TATYJ,Yes,No,DSL,No,No,No,Yes,No,No
5697,1813-JYWTO,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
5698,0156-FVPTA,Yes,No,DSL,Yes,No,No,Yes,No,No
5699,1984-FCOWB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5700,0654-HMSHN,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5701,6719-OXYBR,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5702,3312-ZWLGF,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5703,6476-YHMGA,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5704,5287-QWLKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5705,0795-XCCTE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5706,0168-XZKBB,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5707,3785-NRHYR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5708,5196-SGOAK,Yes,No,Fiber optic,No,Yes,No,No,No,No
5709,4537-DKTAL,Yes,No,DSL,No,No,No,No,No,No
5710,7072-MBHEV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5711,5602-BVFMK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5712,6297-NOOPG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5713,1891-UAWWU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
5714,8204-TIFGJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5715,8050-DVOJX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5716,6108-OQZDQ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5717,0363-QJVFX,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
5718,8903-XEBGX,Yes,No,DSL,No,No,No,No,No,Yes
5719,8169-SAEJD,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes
5720,9840-DVNDC,Yes,No,Fiber optic,No,No,No,No,Yes,No
5721,1089-XZWHH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5722,2325-WINES,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5723,6064-ZATLR,Yes,No,DSL,Yes,Yes,No,No,No,No
5724,3096-JRDSO,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
5725,7824-PANSQ,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
5726,8042-JVNFH,Yes,No,Fiber optic,No,No,No,No,No,No
5727,9648-BCHKM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5728,2888-ADFAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5729,8707-HOEDG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5730,3374-LXDEV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
5731,4072-IPYLT,Yes,No,DSL,Yes,No,No,No,No,No
5732,7167-PCEYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5733,4936-YPJNK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5734,1580-BMCMR,Yes,No,Fiber optic,Yes,No,No,No,No,Yes
5735,4817-KEQSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5736,6408-WHTEF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5737,9251-AWQGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5738,8749-CLJXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5739,7989-VCQOH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5740,5049-GLYVG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5741,4199-QHJNM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5742,8882-TLVRW,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
5743,5883-GTGVD,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5744,5135-GRQJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5745,2384-OVPSA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5746,1371-WEPDS,Yes,No,DSL,No,No,No,No,No,Yes
5747,3580-GICBM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5748,4817-QRJSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5749,9730-DRTMJ,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No
5750,4686-UXDML,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5751,3349-ANQNH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5752,2398-YPMUR,Yes,No,Fiber optic,No,No,No,No,No,No
5753,0932-YIXYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5754,7480-SPLEF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5755,7636-XUHWW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5756,1431-CYWMH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5757,5937-EORGB,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
5758,6349-JDHQP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5759,5539-HIVAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5760,5847-MXBEO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5761,9985-MWVIX,Yes,No,Fiber optic,No,No,No,No,No,No
5762,4583-PARNH,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
5763,1116-FRYVH,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
5764,1421-HCERK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5765,9633-XQABV,Yes,No,Fiber optic,No,No,No,No,No,No
5766,0716-BQNDX,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
5767,1265-XTECC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5768,1183-CANVH,Yes,No,DSL,No,No,No,Yes,Yes,No
5769,1972-XMUWV,Yes,No,DSL,No,No,No,Yes,Yes,No
5770,8679-LZBMD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5771,3407-JMJQQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5772,6252-DFGTK,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
5773,1539-LNKHM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5774,8645-KOMJQ,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
5775,0289-IVARM,Yes,No,DSL,Yes,Yes,Yes,No,No,No
5776,9761-XUJWD,Yes,No,DSL,No,Yes,No,Yes,No,Yes
5777,4057-FKCZK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5778,4291-TPNFG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
5779,6087-YPWHO,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
5780,3090-QFUVD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5781,2237-ZFSMY,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No
5782,1722-LDZJS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5783,1818-ESQMW,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
5784,4871-JTKJF,Yes,No,Fiber optic,No,No,No,No,No,No
5785,1415-YFWLT,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5786,7401-RUBNK,Yes,No,Fiber optic,Yes,No,No,No,No,No
5787,0506-YLVKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5788,8661-BOYNW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5789,6711-VTNRE,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
5790,4815-GBTCD,No,No phone service,DSL,No,No,No,No,No,No
5791,2805-AUFQN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5792,0980-PVMRC,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5793,7233-DRTRF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5794,3500-RMZLT,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
5795,3873-NFTGI,Yes,Yes,DSL,No,Yes,No,No,No,No
5796,1162-ECVII,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5797,7048-GXDAY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5798,8571-ZCMCX,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
5799,1169-WCVAK,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
5800,4548-SDBKE,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5801,8066-POXGX,No,No phone service,DSL,No,No,No,No,No,Yes
5802,7129-CAKJW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5803,8695-ARGXZ,Yes,Yes,Fiber optic,No,No,No,No,No,No
5804,3570-YUEKJ,Yes,No,DSL,No,Yes,No,No,No,No
5805,4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5806,1555-HAPSU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5807,1697-NVVGY,Yes,No,DSL,Yes,No,Yes,No,Yes,No
5808,7854-EKTJL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5809,8464-EETCQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5810,2419-FSORS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5811,8132-YPVBX,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5812,9102-IAYHT,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5813,6754-LZUKA,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5814,3422-LYEPQ,Yes,No,Fiber optic,No,No,No,No,No,No
5815,8099-MZPUJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5816,0787-LHDYT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5817,2642-DTVCO,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5818,0374-IOEGQ,Yes,No,DSL,No,No,No,No,No,No
5819,4361-JEIVL,Yes,No,DSL,No,No,No,No,No,No
5820,3197-NNYNB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5821,3396-DKDEL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5822,1752-OZXFY,Yes,No,DSL,Yes,No,No,No,Yes,No
5823,9066-QRSDU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5824,9112-WSNPU,Yes,No,Fiber optic,No,No,No,No,No,No
5825,9867-NNXLC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5826,5321-NTRKC,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5827,1363-TXLSL,Yes,No,Fiber optic,No,No,No,No,No,No
5828,9507-EXLTT,Yes,No,Fiber optic,No,No,No,No,Yes,No
5829,3161-GETRM,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
5830,0402-OAMEN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5831,6933-VLYFX,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
5832,6754-WKSHP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5833,9846-GKXAS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
5834,6017-PPLPX,Yes,No,Fiber optic,No,No,No,No,No,No
5835,4976-LNFVV,No,No phone service,DSL,No,Yes,Yes,No,No,No
5836,5055-MGMGF,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5837,4641-FROLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5838,2862-JVEOY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5839,2969-QWUBZ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5840,9822-BIIGN,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
5841,2077-MPJQO,Yes,Yes,Fiber optic,No,No,No,No,No,No
5842,1534-OULXE,Yes,No,DSL,Yes,No,No,No,No,No
5843,7136-RVDTZ,No,No phone service,DSL,No,No,No,No,Yes,Yes
5844,2971-SGAFL,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
5845,1480-IVEVR,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
5846,2905-KFQUV,Yes,No,Fiber optic,No,No,No,No,No,No
5847,4581-SSPWD,Yes,Yes,Fiber optic,No,No,No,No,No,No
5848,3370-HXOPH,Yes,Yes,Fiber optic,No,No,No,No,No,No
5849,9391-YZEJW,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5850,9958-MEKUC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
5851,0281-CNTZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5852,6927-WTFIV,Yes,No,Fiber optic,No,No,No,No,No,No
5853,4118-CEVPF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5854,3398-ZOUAA,Yes,No,Fiber optic,No,No,No,No,No,No
5855,9114-VEPUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5856,7876-BEUTG,Yes,Yes,DSL,No,No,No,No,No,No
5857,2338-BQEZT,Yes,No,DSL,Yes,No,No,No,No,No
5858,9873-MNDKV,Yes,No,DSL,No,No,No,No,No,No
5859,0378-NHQXU,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
5860,8241-JUIQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5861,2194-IIQOF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5862,4512-ZUIYL,Yes,No,Fiber optic,No,No,No,No,No,No
5863,9631-RXVJM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5864,9584-EXCDZ,Yes,No,Fiber optic,No,No,No,No,No,No
5865,7969-AULMZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5866,5093-FEGLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5867,2621-UDNLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5868,7526-IVLYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5869,2428-HYUNX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5870,9214-EKVXR,Yes,No,DSL,No,No,No,No,No,No
5871,3410-MHHUM,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5872,0568-ONFPC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5873,0733-VUNUW,Yes,Yes,DSL,Yes,No,No,No,No,No
5874,4550-EVXNY,Yes,No,Fiber optic,No,No,No,No,No,No
5875,2122-YWVYA,Yes,No,Fiber optic,Yes,No,No,No,No,No
5876,2968-SSGAA,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5877,2296-DKZFP,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes
5878,4844-JJWUY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5879,6777-TGHTM,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5880,8909-BOLNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5881,6603-YRDCJ,Yes,No,DSL,Yes,Yes,No,Yes,No,No
5882,3538-WZPHD,No,No phone service,DSL,No,Yes,No,No,No,No
5883,3229-USWAR,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5884,2138-VFAPZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5885,6131-JLWZM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5886,4785-QRJHC,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
5887,0269-XFESX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5888,1709-EJDOX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5889,4316-XCSLJ,Yes,No,DSL,Yes,No,No,No,No,No
5890,8610-WFCJF,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
5891,9693-XMUOB,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5892,0383-CLDDA,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5893,4905-JEFDW,No,No phone service,DSL,No,No,Yes,No,Yes,No
5894,2709-UQGNP,Yes,No,DSL,Yes,No,No,No,No,No
5895,3549-ZTMNH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5896,7881-INRLC,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5897,8033-ATFAS,Yes,No,DSL,No,No,Yes,No,Yes,No
5898,1635-NZATJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5899,0562-HKHML,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5900,8277-RVRSV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5901,9943-VSZUV,Yes,Yes,Fiber optic,No,No,No,No,No,No
5902,0117-LFRMW,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
5903,6172-FECYY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5904,7054-ENNGU,Yes,No,DSL,No,Yes,No,No,No,No
5905,1455-HFBXA,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No
5906,9402-CXWPL,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5907,1628-BIZYP,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
5908,1965-AKTSX,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5909,0082-LDZUE,Yes,No,DSL,No,No,No,No,No,No
5910,4786-UKSNZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5911,5343-SGUBI,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
5912,0856-NAOES,Yes,No,DSL,No,No,Yes,No,Yes,No
5913,1976-AZZPJ,No,No phone service,DSL,Yes,Yes,No,No,No,No
5914,7248-VZQLC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
5915,6156-UZDLF,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
5916,3099-OONVS,Yes,No,DSL,Yes,No,No,Yes,No,No
5917,9500-WBGRP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5918,5183-KLYEM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5919,5144-PQCDZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5920,8514-VZHEB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5921,6625-IUTTT,Yes,No,DSL,Yes,No,Yes,No,No,Yes
5922,9355-NPPFS,Yes,No,Fiber optic,No,No,No,No,No,Yes
5923,0068-FIGTF,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5924,5965-GGPRW,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
5925,8035-PWSEV,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
5926,2236-HILPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5927,1840-BIUOG,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
5928,1356-MKYSK,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5929,6080-LNESI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5930,1830-IPXVJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5931,5828-DWPIL,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
5932,8398-TBIYD,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
5933,0011-IGKFF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
5934,4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
5935,6496-SLWHQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5936,9912-GVSEQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
5937,2931-FSOHN,Yes,No,DSL,No,Yes,No,No,Yes,No
5938,9418-RUKPH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5939,5383-MMTWC,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5940,9971-ZWPBF,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5941,4712-AUQZO,No,No phone service,DSL,Yes,No,Yes,No,No,No
5942,9711-FJTBX,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
5943,2908-ZTPNF,No,No phone service,DSL,No,Yes,No,Yes,No,No
5944,7240-ETPTR,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
5945,2202-CUYXZ,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
5946,5995-OIGLP,Yes,No,DSL,Yes,No,No,Yes,No,No
5947,8421-WZOOW,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
5948,6261-RCVNS,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
5949,7951-QKZPL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5950,1414-YADCW,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No
5951,8756-RDDLT,No,No phone service,DSL,No,Yes,No,Yes,No,Yes
5952,2862-PFNIK,No,No phone service,DSL,No,No,No,No,No,No
5953,5816-QVHRX,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
5954,4430-YHXGG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5955,6888-SBYAI,Yes,No,DSL,Yes,No,No,No,No,No
5956,7395-XWZOY,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
5957,7169-YWAMK,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
5958,3640-PHQXK,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
5959,6877-LGWXO,Yes,No,Fiber optic,No,No,No,No,No,Yes
5960,6859-RKMZJ,Yes,No,DSL,No,No,No,No,Yes,No
5961,2729-VNVAP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5962,2957-JIRMN,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
5963,2049-BAFNW,No,No phone service,DSL,No,No,Yes,Yes,No,No
5964,3842-QTGDL,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
5965,7163-OCEQI,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
5966,9782-LGXMC,Yes,No,DSL,Yes,No,Yes,Yes,No,No
5967,5975-BAICR,Yes,No,DSL,Yes,No,Yes,No,No,Yes
5968,8019-ENHXU,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
5969,5167-GBFRE,No,No phone service,DSL,No,No,No,No,No,No
5970,9033-EOXWV,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
5971,4673-KKSLS,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
5972,4853-OITSN,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
5973,9800-OUIGR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5974,1324-NLTJE,Yes,Yes,DSL,No,No,No,Yes,No,No
5975,2324-EFHVG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5976,7094-MSZAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5977,1522-VVDMG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
5978,6907-CQGPN,No,No phone service,DSL,No,Yes,No,Yes,No,No
5979,0780-XNZFN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5980,0239-OXEXL,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
5981,2675-IJRGJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5982,7049-GKVZY,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
5983,8577-QSOCG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5984,3721-CNZHX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5985,0212-ISBBF,No,No phone service,DSL,No,Yes,No,No,Yes,Yes
5986,9185-TQCVP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
5987,3585-YNADK,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No
5988,5271-DBYSJ,Yes,No,Fiber optic,No,No,No,No,No,Yes
5989,1099-GODLO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5990,6828-HMKWP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
