contract_id,customer_id,contract_type,paperless_billing,payment_method
12096,0899-WZRSD,Month-to-month,Yes,Mailed check
12097,3255-GRXMG,Month-to-month,Yes,Credit card (automatic)
12098,4828-FAZPK,Month-to-month,Yes,Credit card (automatic)
12099,6094-ZIVKX,One year,Yes,Credit card (automatic)
12100,6925-BAYGL,Two year,No,Credit card (automatic)
12101,3262-EIDHV,Two year,No,Credit card (automatic)
12102,7354-OIJLX,Month-to-month,Yes,Electronic check
12103,1376-HHBDV,Month-to-month,Yes,Mailed check
12104,6907-NZZIJ,Month-to-month,Yes,Electronic check
12105,6133-OZILE,Month-to-month,Yes,Electronic check
12106,4135-FRWKJ,One year,No,Electronic check
12107,2911-UREFD,Month-to-month,No,Electronic check
12108,3744-ZRRDZ,Month-to-month,Yes,Electronic check
12109,5673-TIYIB,Month-to-month,Yes,Credit card (automatic)
12110,6551-ZCOTS,One year,Yes,Bank transfer (automatic)
12111,7191-ADRGF,Two year,No,Bank transfer (automatic)
12112,5018-LXQQG,Month-to-month,No,Bank transfer (automatic)
12113,6892-BOGQE,Two year,Yes,Bank transfer (automatic)
12114,1602-IJQQE,Month-to-month,No,Electronic check
12115,4628-WQCQQ,One year,Yes,Electronic check
12116,1746-TGTWV,Month-to-month,No,Credit card (automatic)
12117,5995-SNNEW,Month-to-month,Yes,Electronic check
12118,8050-WYBND,One year,Yes,Credit card (automatic)
12119,2821-WARNZ,One year,No,Credit card (automatic)
12120,4879-GZLFH,Month-to-month,Yes,Electronic check
12121,1644-IRKSF,One year,Yes,Electronic check
12122,8314-HTWVE,Two year,No,Mailed check
12123,9402-ROUMJ,One year,Yes,Bank transfer (automatic)
12124,2507-QZPQS,Month-to-month,No,Electronic check
12125,7159-NOKYQ,Two year,Yes,Electronic check
12126,5707-ZMDJP,Two year,Yes,Mailed check
12127,8779-YIQQA,One year,No,Mailed check
12128,7136-IHZJA,Month-to-month,Yes,Mailed check
12129,8966-OIQHG,One year,No,Bank transfer (automatic)
12130,7074-STDCN,Month-to-month,Yes,Electronic check
12131,3705-PSNGL,One year,Yes,Electronic check
12132,8739-QOTTN,Month-to-month,No,Mailed check
12133,1399-OUPJN,Two year,No,Bank transfer (automatic)
12134,0277-BKSQP,Month-to-month,Yes,Electronic check
12135,6502-HCJTI,Month-to-month,Yes,Credit card (automatic)
12136,2606-RMDHZ,Month-to-month,Yes,Credit card (automatic)
12137,5774-XZTQC,Month-to-month,No,Mailed check
12138,2676-SSLTO,Two year,Yes,Bank transfer (automatic)
12139,6266-QHOJZ,One year,Yes,Electronic check
12140,7269-JISCY,One year,No,Bank transfer (automatic)
12141,0363-SVHYR,Two year,No,Bank transfer (automatic)
12142,8547-NSBBO,Month-to-month,Yes,Mailed check
12143,8258-GSTJK,Month-to-month,Yes,Electronic check
12144,6861-OKBCE,Month-to-month,No,Credit card (automatic)
12145,9940-RHLFB,Month-to-month,No,Electronic check
12146,6591-QGOYB,Month-to-month,Yes,Bank transfer (automatic)
12147,9070-BCKQP,Two year,Yes,Credit card (automatic)
12148,6421-SZVEM,One year,Yes,Bank transfer (automatic)
12149,1328-EUZHC,Two year,No,Mailed check
12150,2995-UPRYS,One year,Yes,Credit card (automatic)
12151,8878-RYUKI,Month-to-month,Yes,Electronic check
12152,9633-DENPU,Month-to-month,Yes,Bank transfer (automatic)
12153,7811-JIVPF,Month-to-month,No,Credit card (automatic)
12154,7113-HIPFI,Two year,No,Mailed check
12155,8541-QVFKM,Month-to-month,Yes,Electronic check
12156,6686-YPGHK,Month-to-month,No,Mailed check
12157,1383-EZRWL,Month-to-month,No,Mailed check
12158,9258-CNWAC,Two year,No,Credit card (automatic)
12159,5371-VYLSX,Month-to-month,Yes,Electronic check
12160,6374-AFWOX,Two year,No,Mailed check
12161,4759-TRPLW,Month-to-month,No,Electronic check
12162,5317-FLPJF,Two year,Yes,Bank transfer (automatic)
12163,7621-VPNET,Month-to-month,Yes,Credit card (automatic)
12164,6034-YMTOB,Month-to-month,Yes,Mailed check
12165,8563-IIOXK,One year,Yes,Electronic check
12166,4903-CNOZC,One year,No,Credit card (automatic)
12167,4353-HYOJD,Month-to-month,No,Mailed check
12168,8020-BWHYL,Month-to-month,Yes,Credit card (automatic)
12169,7267-FRMJW,Two year,No,Mailed check
12170,2982-VPSGI,Month-to-month,Yes,Electronic check
12171,4188-FRABG,Month-to-month,Yes,Electronic check
12172,8199-ZLLSA,One year,Yes,Bank transfer (automatic)
12173,4128-ETESU,Month-to-month,No,Electronic check
12174,0620-DLSLK,Month-to-month,Yes,Mailed check
12175,4625-EWPTF,Month-to-month,Yes,Electronic check
12176,5980-NOPLP,Month-to-month,Yes,Electronic check
12177,3850-OKINF,One year,Yes,Electronic check
12178,6892-XPFPU,Month-to-month,Yes,Electronic check
12179,8010-EZLOU,Month-to-month,Yes,Electronic check
12180,1156-ZFYDO,Month-to-month,No,Electronic check
12181,3295-YVUSR,Month-to-month,Yes,Mailed check
12182,8016-NCFVO,Month-to-month,Yes,Electronic check
12183,4119-ZYPZY,Two year,Yes,Electronic check
12184,5549-ZGHFB,Two year,No,Mailed check
12185,7577-SWIFR,Month-to-month,Yes,Electronic check
12186,0303-WMMRN,Month-to-month,Yes,Mailed check
12187,6408-OTUBZ,One year,Yes,Bank transfer (automatic)
12188,5204-HMGYF,One year,Yes,Mailed check
12189,1078-TDCRN,Month-to-month,Yes,Electronic check
12190,3727-OVPRY,One year,Yes,Credit card (automatic)
12191,3797-FKOGQ,Month-to-month,No,Electronic check
12192,7622-NXQZR,Month-to-month,Yes,Credit card (automatic)
12193,6196-HBOBZ,Two year,Yes,Electronic check
12194,3970-XGJDU,Two year,Yes,Credit card (automatic)
12195,7017-VFULY,Month-to-month,No,Bank transfer (automatic)
12196,5562-YJQGT,Month-to-month,No,Credit card (automatic)
12197,8807-OPMBM,Two year,Yes,Credit card (automatic)
12198,5439-WIKXB,Month-to-month,Yes,Electronic check
12199,9874-QLCLH,Month-to-month,Yes,Electronic check
12200,8294-UIMBA,One year,Yes,Bank transfer (automatic)
12201,8109-YUOHE,One year,No,Mailed check
12202,5840-NVDCG,Two year,No,Bank transfer (automatic)
12203,8092-NLTGF,Two year,No,Bank transfer (automatic)
12204,5928-QLDHB,Month-to-month,Yes,Electronic check
12205,9840-EFJQB,Month-to-month,No,Electronic check
12206,0696-UKTOX,Month-to-month,No,Electronic check
12207,4801-KFYKL,Month-to-month,No,Bank transfer (automatic)
12208,3472-OAOOR,Month-to-month,Yes,Mailed check
12209,6135-OZQVA,Month-to-month,Yes,Electronic check
12210,8062-YBDOE,Month-to-month,Yes,Electronic check
12211,2252-JHJGE,One year,No,Electronic check
12212,4188-PCPIG,Two year,Yes,Credit card (automatic)
12213,6000-APYLU,Month-to-month,Yes,Electronic check
12214,7105-BENQF,One year,No,Mailed check
12215,7721-DVEKZ,Month-to-month,No,Mailed check
12216,3566-VVORZ,Month-to-month,No,Bank transfer (automatic)
12217,9507-HSMMZ,Two year,No,Mailed check
12218,2480-SQIOB,Month-to-month,No,Electronic check
12219,0947-IDHRQ,Month-to-month,Yes,Mailed check
12220,7813-TKCVO,One year,No,Mailed check
12221,0128-MKWSG,Month-to-month,No,Mailed check
12222,3672-YITQD,Month-to-month,Yes,Electronic check
12223,4350-ZTLPI,One year,Yes,Bank transfer (automatic)
12224,9048-JVYVF,Month-to-month,Yes,Electronic check
12225,0361-HJRDX,Two year,No,Credit card (automatic)
12226,5727-MYATE,Two year,Yes,Credit card (automatic)
12227,3823-KYNQY,One year,No,Credit card (automatic)
12228,8988-ECPJR,Month-to-month,Yes,Mailed check
12229,7570-WELNY,Two year,Yes,Bank transfer (automatic)
12230,3021-VLNRJ,One year,Yes,Credit card (automatic)
12231,3776-EKTKM,Month-to-month,Yes,Electronic check
12232,2080-CAZNM,Month-to-month,Yes,Electronic check
12233,1028-FFNJK,Month-to-month,Yes,Electronic check
12234,6907-FLBER,Month-to-month,No,Electronic check
12235,3001-UNBTL,Month-to-month,Yes,Electronic check
12236,5982-PSMKW,Two year,Yes,Credit card (automatic)
12237,3507-GASNP,Two year,No,Mailed check
12238,7096-ZNBZI,Two year,No,Credit card (automatic)
12239,1902-XBTFB,Month-to-month,Yes,Electronic check
12240,1676-MQAOA,Two year,Yes,Bank transfer (automatic)
12241,0786-IVLAW,One year,No,Bank transfer (automatic)
12242,7566-DSRLQ,Two year,Yes,Electronic check
12243,0643-OKLRP,Month-to-month,No,Electronic check
12244,7245-JMTTQ,One year,Yes,Electronic check
12245,6050-IJRHS,One year,Yes,Electronic check
12246,6202-JVYEU,One year,Yes,Electronic check
12247,8591-TKMZH,Two year,Yes,Mailed check
12248,0734-OXWBT,Month-to-month,No,Mailed check
12249,4282-ACRXS,Month-to-month,Yes,Electronic check
12250,0365-TRTPY,Month-to-month,No,Bank transfer (automatic)
12251,7349-ALMUX,Two year,No,Bank transfer (automatic)
12252,9381-NDKME,Month-to-month,Yes,Credit card (automatic)
12253,6502-KUGLL,Month-to-month,No,Bank transfer (automatic)
12254,1841-YSJGV,Two year,Yes,Credit card (automatic)
12255,2794-XIMMO,One year,Yes,Electronic check
12256,8382-SHQEH,Month-to-month,Yes,Electronic check
12257,3511-BFTJW,Two year,No,Credit card (automatic)
12258,7668-XCFYV,Month-to-month,Yes,Electronic check
12259,2983-ZANRP,Month-to-month,Yes,Bank transfer (automatic)
12260,7845-URHJN,Month-to-month,No,Bank transfer (automatic)
12261,3034-ZBEQN,One year,No,Mailed check
12262,5018-HEKFO,Month-to-month,Yes,Mailed check
12263,2923-ARZLG,One year,Yes,Mailed check
12264,3976-NLDEZ,Month-to-month,No,Mailed check
12265,2282-YGNOR,One year,No,Credit card (automatic)
12266,5336-UFNZP,One year,Yes,Electronic check
12267,6854-EXGSF,Month-to-month,Yes,Bank transfer (automatic)
12268,1241-EZFMJ,Two year,No,Bank transfer (automatic)
12269,9233-PSYHO,One year,Yes,Bank transfer (automatic)
12270,5376-PCKNB,One year,Yes,Credit card (automatic)
12271,8044-BGWPI,Month-to-month,Yes,Electronic check
12272,4060-LDNLU,Month-to-month,No,Electronic check
12273,3589-PPVKW,Month-to-month,Yes,Mailed check
12274,8327-LZKAS,One year,Yes,Electronic check
12275,5887-IKKYO,Two year,No,Bank transfer (automatic)
12276,1075-BGWOH,Month-to-month,Yes,Electronic check
12277,1755-RMCXH,Month-to-month,No,Mailed check
12278,0302-JOIVN,Month-to-month,No,Electronic check
12279,3858-XHYJO,One year,No,Bank transfer (automatic)
12280,4299-SIMNS,Month-to-month,Yes,Electronic check
12281,7025-IWFHT,One year,Yes,Electronic check
12282,6261-LHRTG,Month-to-month,Yes,Credit card (automatic)
12283,7841-FCRQD,One year,Yes,Credit card (automatic)
12284,2056-EVGZL,One year,No,Credit card (automatic)
12285,8777-MBMTS,Two year,Yes,Credit card (automatic)
12286,7753-USQYQ,One year,Yes,Electronic check
12287,5366-IJEQJ,Month-to-month,Yes,Electronic check
12288,7661-CPURM,One year,Yes,Credit card (automatic)
12289,6233-HXJMX,Month-to-month,Yes,Credit card (automatic)
12290,5902-WBLSE,Two year,Yes,Credit card (automatic)
12291,1981-INRFU,Month-to-month,Yes,Electronic check
12292,4971-PUYQO,Month-to-month,Yes,Mailed check
12293,3239-TPHPZ,Two year,Yes,Electronic check
12294,5115-GZDEL,Two year,No,Credit card (automatic)
12295,3338-CVVEH,Month-to-month,No,Electronic check
12296,8485-GJCDN,Month-to-month,Yes,Mailed check
12297,2615-YVMYX,Month-to-month,Yes,Electronic check
12298,2851-STERV,One year,Yes,Electronic check
12299,4393-GEADV,Two year,No,Credit card (automatic)
12300,8486-AYEQH,Month-to-month,Yes,Electronic check
12301,1527-SXDPN,Two year,Yes,Bank transfer (automatic)
12302,6029-WTIPC,Month-to-month,Yes,Electronic check
12303,8634-CILSZ,One year,Yes,Bank transfer (automatic)
12304,5419-JKZNQ,Month-to-month,No,Mailed check
12305,2495-KZNFB,Month-to-month,Yes,Electronic check
12306,1409-PHXTF,Two year,Yes,Electronic check
12307,4560-WQAQW,One year,No,Bank transfer (automatic)
12308,9591-YVTEB,Month-to-month,Yes,Electronic check
12309,9309-BZGNT,One year,Yes,Credit card (automatic)
12310,4274-DRSQT,One year,Yes,Bank transfer (automatic)
12311,2027-DNKIV,One year,Yes,Mailed check
12312,8075-GXIUB,One year,No,Credit card (automatic)
12313,2885-HIJDH,Two year,No,Bank transfer (automatic)
12314,5424-RLQLC,Month-to-month,Yes,Mailed check
12315,6682-QJDGB,Month-to-month,Yes,Mailed check
12316,6507-DTJZV,Month-to-month,No,Credit card (automatic)
12317,8780-IXSTS,Month-to-month,Yes,Electronic check
12318,7673-BQGKU,Two year,No,Bank transfer (automatic)
12319,6723-WSNTY,One year,Yes,Credit card (automatic)
12320,9530-EHPOH,Month-to-month,No,Electronic check
12321,2725-IWWBA,One year,No,Mailed check
12322,0345-HKJVM,Month-to-month,No,Electronic check
12323,1061-PNTHC,Month-to-month,Yes,Mailed check
12324,0394-YONDK,Two year,No,Credit card (automatic)
12325,6574-MCOEH,One year,Yes,Electronic check
12326,7399-QHBJS,Two year,No,Credit card (automatic)
12327,3049-SOLAY,Month-to-month,Yes,Electronic check
12328,0997-YTLNY,Month-to-month,No,Mailed check
12329,3317-HRTNN,Month-to-month,No,Electronic check
12330,9479-HYNYL,Two year,Yes,Credit card (automatic)
12331,3235-ETOOB,Month-to-month,Yes,Electronic check
12332,9708-KFDBY,Month-to-month,No,Credit card (automatic)
12333,8058-INTPH,Month-to-month,Yes,Electronic check
12334,3642-GKTCT,One year,Yes,Mailed check
12335,0774-RMNUW,Two year,No,Bank transfer (automatic)
12336,1334-PDUKM,One year,No,Credit card (automatic)
12337,0756-MPZRL,One year,No,Credit card (automatic)
12338,2242-MFOTG,One year,No,Bank transfer (automatic)
12339,2927-CVULT,Two year,Yes,Bank transfer (automatic)
12340,2144-BFDSO,Month-to-month,No,Bank transfer (automatic)
12341,8745-PVESG,One year,Yes,Credit card (automatic)
12342,7647-GYYKX,Two year,Yes,Bank transfer (automatic)
12343,5647-FXOTP,Month-to-month,Yes,Electronic check
12344,5569-OUICF,Month-to-month,Yes,Credit card (automatic)
12345,8821-XNHVZ,Month-to-month,Yes,Mailed check
12346,2082-OJVTK,Month-to-month,Yes,Electronic check
12347,9700-ISPUP,Month-to-month,Yes,Electronic check
12348,9839-ETQOE,Month-to-month,Yes,Electronic check
12349,6078-VESFR,Month-to-month,No,Bank transfer (automatic)
12350,9027-TMATR,Two year,Yes,Electronic check
12351,5940-NFXKV,Month-to-month,Yes,Electronic check
12352,1941-HOSAM,Month-to-month,Yes,Electronic check
12353,9110-HSGTV,Two year,Yes,Credit card (automatic)
12354,0704-VCUMB,Two year,No,Credit card (automatic)
12355,6171-ZTVYB,Month-to-month,No,Bank transfer (automatic)
12356,8053-WWDRO,Month-to-month,No,Bank transfer (automatic)
12357,9564-KCLHR,Month-to-month,No,Mailed check
12358,1935-IMVBB,Month-to-month,No,Mailed check
12359,2535-PBCGC,Two year,No,Bank transfer (automatic)
12360,2082-CEFLT,Month-to-month,Yes,Electronic check
12361,1470-PSXNM,One year,Yes,Electronic check
12362,1213-NGCUN,Month-to-month,Yes,Bank transfer (automatic)
12363,2498-XLDZR,Two year,No,Mailed check
12364,9866-OCCKE,Two year,Yes,Mailed check
12365,5338-YHWYT,Two year,No,Credit card (automatic)
12366,7718-UPSKJ,One year,Yes,Credit card (automatic)
12367,8731-WBBMB,Month-to-month,No,Bank transfer (automatic)
12368,1448-CYWKC,One year,Yes,Credit card (automatic)
12369,7901-IIDQV,One year,No,Bank transfer (automatic)
12370,2690-DVRVK,One year,No,Electronic check
12371,5688-KZTSN,Month-to-month,Yes,Electronic check
12372,1270-XKUCC,Two year,No,Mailed check
12373,0334-ZFJSR,One year,Yes,Credit card (automatic)
12374,2894-QOJRX,Month-to-month,Yes,Bank transfer (automatic)
12375,5747-PMBSQ,Month-to-month,Yes,Mailed check
12376,5583-EJXRD,Two year,Yes,Credit card (automatic)
12377,4565-EVZMJ,One year,Yes,Mailed check
12378,3143-JQEGI,Month-to-month,No,Electronic check
12379,6386-SZZKH,Two year,Yes,Bank transfer (automatic)
12380,3327-YBAKM,One year,Yes,Mailed check
12381,9441-QHEVC,Month-to-month,No,Mailed check
12382,6705-LNMDD,Month-to-month,No,Mailed check
12383,2580-ASVVY,Two year,No,Electronic check
12384,3370-GQEAL,Month-to-month,No,Electronic check
12385,5032-USPKF,One year,No,Bank transfer (automatic)
12386,2982-IHMFT,Month-to-month,Yes,Mailed check
12387,3521-SYVOR,Month-to-month,Yes,Electronic check
12388,4254-QPEDE,Two year,No,Credit card (automatic)
12389,6283-GITPX,Two year,Yes,Credit card (automatic)
12390,9526-JAWYF,Month-to-month,No,Electronic check
12391,0771-CHWSK,Two year,Yes,Credit card (automatic)
12392,9788-HNGUT,Two year,Yes,Credit card (automatic)
12393,9495-REDIY,One year,Yes,Credit card (automatic)
12394,5375-XLDOF,Two year,Yes,Bank transfer (automatic)
12395,1172-VIYBP,Two year,No,Bank transfer (automatic)
12396,5649-VUKMC,One year,No,Mailed check
12397,6559-PDZLR,Month-to-month,Yes,Electronic check
12398,8992-OBVDG,Month-to-month,No,Mailed check
12399,4273-MBHYA,Month-to-month,Yes,Electronic check
12400,4724-WXVWF,Month-to-month,Yes,Electronic check
12401,5701-GUXDC,One year,No,Credit card (automatic)
12402,1460-UZPRJ,Two year,No,Mailed check
12403,6082-GLJIX,Month-to-month,No,Mailed check
12404,5143-EGQFK,Month-to-month,Yes,Electronic check
12405,4919-IKATY,Month-to-month,Yes,Electronic check
12406,2495-TTHBQ,One year,Yes,Mailed check
12407,0485-ZBSLN,Two year,No,Credit card (automatic)
12408,3810-PJUHR,Two year,No,Mailed check
12409,9050-QLROH,Month-to-month,Yes,Credit card (automatic)
12410,0847-HGRML,Two year,No,Bank transfer (automatic)
12411,8232-CTLKO,Two year,Yes,Electronic check
12412,9227-YBAXE,Two year,Yes,Bank transfer (automatic)
12413,6168-WFVVF,Month-to-month,Yes,Electronic check
12414,9860-LISIZ,Month-to-month,No,Mailed check
12415,0112-QAWRZ,Month-to-month,Yes,Bank transfer (automatic)
12416,0877-SDMBN,One year,Yes,Bank transfer (automatic)
12417,2786-GCDPI,Month-to-month,Yes,Electronic check
12418,4043-MKDTV,Two year,Yes,Electronic check
12419,8065-YKXKD,Month-to-month,Yes,Electronic check
12420,9637-EIHEQ,Month-to-month,Yes,Electronic check
12421,9229-RQABD,One year,No,Mailed check
12422,8313-KTIHG,Month-to-month,Yes,Electronic check
12423,5320-BRKGK,Two year,No,Mailed check
12424,6284-KMNUF,One year,Yes,Electronic check
12425,9689-PTNPG,Month-to-month,Yes,Electronic check
12426,9465-RWMXL,Month-to-month,Yes,Electronic check
12427,6229-UOLQL,One year,Yes,Mailed check
12428,2362-IBOOY,Month-to-month,Yes,Electronic check
12429,3137-LUPIX,Month-to-month,Yes,Mailed check
12430,0843-WTBXE,Month-to-month,No,Bank transfer (automatic)
12431,6143-JQKEA,Month-to-month,Yes,Credit card (automatic)
12432,8676-OOQEJ,Month-to-month,No,Electronic check
12433,5515-IDEJJ,Month-to-month,No,Mailed check
12434,9701-CDXHR,Month-to-month,No,Mailed check
12435,7450-NWRTR,Month-to-month,Yes,Electronic check
12436,8124-NZVGJ,One year,Yes,Mailed check
12437,2162-FRZAA,Two year,No,Bank transfer (automatic)
12438,5376-DEQCP,Month-to-month,Yes,Electronic check
12439,5118-MUEYH,Month-to-month,Yes,Credit card (automatic)
12440,9095-HFAFX,Month-to-month,Yes,Credit card (automatic)
12441,5627-TVBPP,One year,Yes,Credit card (automatic)
12442,2379-ENZGV,Month-to-month,Yes,Electronic check
12443,3936-QQFLL,Month-to-month,No,Mailed check
12444,2589-AYCRP,One year,No,Bank transfer (automatic)
12445,4067-HLYQI,Month-to-month,Yes,Bank transfer (automatic)
12446,5124-EOGYE,Two year,No,Mailed check
12447,5057-RKGLH,Two year,No,Mailed check
12448,0292-WEGCH,Month-to-month,Yes,Electronic check
12449,8910-ICHIU,One year,Yes,Credit card (automatic)
12450,4097-YODCF,One year,Yes,Electronic check
12451,9715-WZCLW,Two year,Yes,Electronic check
12452,9786-YWNHU,Two year,No,Mailed check
12453,6407-GSJNL,Two year,No,Bank transfer (automatic)
12454,6005-OBZPH,Month-to-month,Yes,Electronic check
12455,4049-ZPALD,Two year,Yes,Bank transfer (automatic)
12456,7932-WPTDS,Month-to-month,Yes,Electronic check
12457,3733-UOCWF,One year,Yes,Bank transfer (automatic)
12458,6833-JMZYP,Month-to-month,Yes,Credit card (automatic)
12459,2722-VOJQL,One year,Yes,Credit card (automatic)
12460,1310-QRITU,Month-to-month,Yes,Electronic check
12461,8961-QDZZJ,One year,Yes,Electronic check
12462,9715-SBVSU,Two year,Yes,Bank transfer (automatic)
12463,8490-BXHEO,Month-to-month,Yes,Credit card (automatic)
12464,7173-TETGO,Two year,No,Bank transfer (automatic)
12465,7929-SKFGK,Two year,No,Credit card (automatic)
12466,2300-RQGOI,Two year,No,Mailed check
12467,3563-SVYLG,Two year,No,Credit card (automatic)
12468,5228-EXCET,Month-to-month,Yes,Electronic check
12469,6435-VWCCY,Two year,Yes,Credit card (automatic)
12470,4998-IKFSE,Month-to-month,No,Electronic check
12471,8630-QSGXK,Two year,Yes,Bank transfer (automatic)
12472,2455-USLMV,Month-to-month,Yes,Credit card (automatic)
12473,7394-FKDNK,Month-to-month,No,Electronic check
12474,9488-FVZCC,Two year,Yes,Bank transfer (automatic)
12475,6331-LWDTQ,Month-to-month,Yes,Credit card (automatic)
12476,5995-WWKKG,One year,Yes,Electronic check
12477,1597-FZREH,Month-to-month,No,Electronic check
12478,7879-CGSFV,One year,Yes,Mailed check
12479,9921-EZKBY,Month-to-month,Yes,Bank transfer (automatic)
12480,7432-FFVAR,One year,No,Bank transfer (automatic)
12481,7246-ZGQDF,Month-to-month,No,Electronic check
12482,7000-WCEVQ,Month-to-month,Yes,Mailed check
12483,0727-IWKVK,Month-to-month,Yes,Electronic check
12484,5959-BELXA,Month-to-month,Yes,Credit card (automatic)
12485,4456-RHSNB,Month-to-month,Yes,Bank transfer (automatic)
12486,3512-IZIKN,Two year,No,Credit card (automatic)
12487,2481-SBOYW,Two year,Yes,Credit card (automatic)
12488,7109-MFBYV,Month-to-month,No,Electronic check
12489,1833-TCXKK,Month-to-month,Yes,Bank transfer (automatic)
12490,1832-PEUTS,Two year,Yes,Credit card (automatic)
12491,6141-OOXUQ,Month-to-month,No,Mailed check
12492,8660-BUETV,Month-to-month,No,Mailed check
12493,0580-PIQHM,One year,Yes,Bank transfer (automatic)
12494,5696-CEIQJ,Two year,No,Bank transfer (automatic)
12495,7503-ZGUZJ,Month-to-month,Yes,Mailed check
12496,1696-HXOWK,One year,No,Mailed check
12497,3026-ATZYV,One year,No,Bank transfer (automatic)
12498,4012-YCFAI,Two year,Yes,Mailed check
12499,2506-TNFCO,Month-to-month,Yes,Electronic check
12500,9970-QBCDA,Month-to-month,No,Credit card (automatic)
12501,8718-PTMEZ,Month-to-month,Yes,Electronic check
12502,9496-IVVRP,Month-to-month,No,Bank transfer (automatic)
12503,2207-OBZNX,Month-to-month,Yes,Mailed check
12504,2657-VPXTA,Month-to-month,Yes,Electronic check
12505,6551-VLJMV,Two year,No,Credit card (automatic)
12506,1221-GHZEP,Two year,Yes,Mailed check
12507,9289-LBQVU,One year,Yes,Mailed check
12508,6142-VSJQO,Month-to-month,Yes,Bank transfer (automatic)
12509,3458-IDMFK,Two year,Yes,Mailed check
12510,6933-FHBZC,One year,Yes,Mailed check
12511,0221-NAUXK,One year,Yes,Bank transfer (automatic)
12512,9770-KXGQU,One year,No,Mailed check
12513,6437-UKHMV,Month-to-month,Yes,Electronic check
12514,6538-POCHL,Month-to-month,Yes,Credit card (automatic)
12515,6726-NNFWD,Two year,No,Credit card (automatic)
12516,3002-WQZWT,Month-to-month,Yes,Electronic check
12517,4277-UDIEF,Month-to-month,No,Bank transfer (automatic)
12518,1208-NBVFH,Month-to-month,Yes,Electronic check
12519,4912-PIGUY,Month-to-month,Yes,Electronic check
12520,1114-CENIM,Month-to-month,Yes,Credit card (automatic)
12521,6060-DRTNL,Month-to-month,Yes,Mailed check
12522,2725-TTRIQ,Two year,Yes,Bank transfer (automatic)
12523,3374-TTZTK,Two year,Yes,Electronic check
12524,8990-ZXLSU,Month-to-month,No,Electronic check
12525,2275-RBYQS,Month-to-month,Yes,Mailed check
12526,8473-VUVJN,Month-to-month,Yes,Electronic check
12527,6289-CPNLD,One year,Yes,Mailed check
12528,5536-SLHPM,Month-to-month,Yes,Electronic check
12529,4419-UJMUS,Two year,Yes,Electronic check
12530,7794-JASDG,Month-to-month,Yes,Mailed check
12531,7609-YBPXG,Two year,No,Bank transfer (automatic)
12532,5519-TEEUH,One year,Yes,Mailed check
12533,7856-GANIL,One year,Yes,Bank transfer (automatic)
12534,0804-XBFBV,Month-to-month,No,Electronic check
12535,2676-OXPPQ,Month-to-month,Yes,Bank transfer (automatic)
12536,3703-TTEPD,Month-to-month,No,Bank transfer (automatic)
12537,2799-TSLAG,Two year,Yes,Bank transfer (automatic)
12538,0196-VULGZ,Month-to-month,Yes,Electronic check
12539,8837-VVWLQ,Month-to-month,No,Electronic check
12540,2696-NARTR,Month-to-month,Yes,Electronic check
12541,2208-NKVVH,Two year,No,Mailed check
12542,7614-QVWQL,One year,Yes,Bank transfer (automatic)
12543,1976-CFOCS,Month-to-month,No,Electronic check
12544,4631-OACRM,Month-to-month,Yes,Electronic check
12545,7139-JZFVG,Two year,No,Bank transfer (automatic)
12546,4987-GQWPO,Month-to-month,No,Credit card (automatic)
12547,3755-JBMNH,Month-to-month,Yes,Bank transfer (automatic)
12548,1757-TCATG,One year,No,Bank transfer (automatic)
12549,6345-ULYRW,One year,No,Mailed check
12550,4776-XSKYQ,One year,No,Credit card (automatic)
12551,8048-DSDFQ,Month-to-month,No,Mailed check
12552,5753-QQWPW,One year,Yes,Electronic check
12553,6010-DDPPW,Two year,No,Bank transfer (automatic)
12554,1809-DMJHQ,Month-to-month,No,Mailed check
12555,6693-FRIRW,Month-to-month,No,Credit card (automatic)
12556,6586-MYGKD,Two year,Yes,Credit card (automatic)
12557,3173-NVMPX,Month-to-month,Yes,Mailed check
12558,0248-PGHBZ,Two year,Yes,Bank transfer (automatic)
12559,0623-GDISB,Month-to-month,Yes,Bank transfer (automatic)
12560,2892-GESUL,Two year,No,Mailed check
12561,6923-EFPNL,Month-to-month,No,Credit card (automatic)
12562,7472-EQOAV,One year,Yes,Bank transfer (automatic)
12563,9574-RKJIF,Month-to-month,Yes,Electronic check
12564,2043-WVTQJ,Month-to-month,No,Mailed check
12565,8034-RYTVV,One year,Yes,Credit card (automatic)
12566,3863-QSTYI,Month-to-month,Yes,Electronic check
12567,2619-WFQWU,Month-to-month,Yes,Mailed check
12568,5044-LRQAQ,Month-to-month,Yes,Bank transfer (automatic)
12569,1716-LSAMB,Two year,No,Bank transfer (automatic)
12570,1333-PBMXB,One year,Yes,Bank transfer (automatic)
12571,6546-OPBBH,One year,Yes,Mailed check
12572,5985-BEHZK,One year,No,Credit card (automatic)
12573,9127-QRZMH,One year,Yes,Bank transfer (automatic)
12574,5919-VCZYM,Month-to-month,No,Mailed check
12575,9644-KVCNC,One year,Yes,Bank transfer (automatic)
12576,2137-DQMEV,One year,No,Mailed check
12577,8174-LNWMW,Two year,No,Credit card (automatic)
12578,9279-CJEOJ,Month-to-month,Yes,Bank transfer (automatic)
12579,7964-VEXDG,Month-to-month,No,Electronic check
12580,2404-JIBFC,Two year,Yes,Bank transfer (automatic)
12581,0778-NELLA,Month-to-month,Yes,Credit card (automatic)
